type,id,createdAt,telemetry_url
match,d425dbf7-9dbe-49a4-9ac2-b552b6ca8d67,2022-11-03T15:05:38Z,https://telemetry-cdn.pubg.com/bluehole-pubg/tournament/2022/11/03/15/38/9be37a22-5b8d-11ed-a4c3-16512f2173af-telemetry.json
match,3331a92f-f89b-4417-a9ad-35777bf43490,2022-11-03T15:54:16Z,https://telemetry-cdn.pubg.com/bluehole-pubg/tournament/2022/11/03/16/26/3739a10f-5b94-11ed-a4c3-16512f2173af-telemetry.json
match,53083fe8-e86e-4ad0-9fc2-7e6e94723cef,2022-11-05T12:58:36Z,https://telemetry-cdn.pubg.com/bluehole-pubg/tournament/2022/11/05/13/26/7d315df5-5d0d-11ed-a4c3-16512f2173af-telemetry.json
match,d9665dae-661c-45a0-a6ff-ceb02936a709,2022-11-05T13:36:35Z,https://telemetry-cdn.pubg.com/bluehole-pubg/tournament/2022/11/05/14/06/0b84e8c3-5d13-11ed-a4c3-16512f2173af-telemetry.json
match,5f254229-02f7-465b-b26f-747c254d0085,2022-11-05T14:19:06Z,https://telemetry-cdn.pubg.com/bluehole-pubg/tournament/2022/11/05/14/50/1f65289a-5d19-11ed-a4c3-16512f2173af-telemetry.json
match,652479e3-e00a-4cd6-ba1b-d99862562503,2022-11-05T14:55:57Z,https://telemetry-cdn.pubg.com/bluehole-pubg/tournament/2022/11/05/15/27/5f17ca34-5d1e-11ed-a4c3-16512f2173af-telemetry.json
match,4756d9fd-6b82-471b-b8ee-da1132183568,2022-11-05T15:40:53Z,https://telemetry-cdn.pubg.com/bluehole-pubg/tournament/2022/11/05/16/10/504ffe09-5d24-11ed-a4c3-16512f2173af-telemetry.json
match,e37637dc-e830-436c-aa1f-0f0b1634c5dc,2022-11-06T12:58:14Z,https://telemetry-cdn.pubg.com/bluehole-pubg/tournament/2022/11/06/13/29/10065360-5dd7-11ed-a4c3-16512f2173af-telemetry.json
match,24d19b0a-6125-42df-96b8-69d1ee006199,2022-11-06T13:36:38Z,https://telemetry-cdn.pubg.com/bluehole-pubg/tournament/2022/11/06/14/06/45e4356e-5ddc-11ed-a4c3-16512f2173af-telemetry.json
match,60870f4c-c7b1-4731-b488-c4f1d7e295af,2022-11-06T14:21:34Z,https://telemetry-cdn.pubg.com/bluehole-pubg/tournament/2022/11/06/14/51/8c3a491d-5de2-11ed-a4c3-16512f2173af-telemetry.json
match,ac35b7fa-25e7-41d0-98cd-152da3b250fe,2022-11-06T14:58:01Z,https://telemetry-cdn.pubg.com/bluehole-pubg/tournament/2022/11/06/15/31/23014527-5de8-11ed-a4c3-16512f2173af-telemetry.json
match,286c9b6f-5450-48df-8119-3d006a836fe6,2022-11-06T15:47:05Z,https://telemetry-cdn.pubg.com/bluehole-pubg/tournament/2022/11/06/16/16/70f4932f-5dee-11ed-a4c3-16512f2173af-telemetry.json
match,750b21ab-7b1d-4072-a36f-334862409223,2022-11-07T12:56:46Z,https://telemetry-cdn.pubg.com/bluehole-pubg/tournament/2022/11/07/13/29/37cdb94f-5ea0-11ed-a4c3-16512f2173af-telemetry.json
match,e7788606-ab63-4917-8915-31b727ff2886,2022-11-07T13:35:43Z,https://telemetry-cdn.pubg.com/bluehole-pubg/tournament/2022/11/07/14/06/66d1e9c9-5ea5-11ed-a4c3-16512f2173af-telemetry.json
match,c8e1cd83-6d2e-4e8a-bd57-41651819cff2,2022-11-07T14:22:03Z,https://telemetry-cdn.pubg.com/bluehole-pubg/tournament/2022/11/07/14/53/e3314b02-5eab-11ed-a4c3-16512f2173af-telemetry.json
match,97a353b4-ecfe-4442-95c8-f3ee6c95e47f,2022-11-07T14:59:20Z,https://telemetry-cdn.pubg.com/bluehole-pubg/tournament/2022/11/07/15/32/5550cda8-5eb1-11ed-a4c3-16512f2173af-telemetry.json
match,078f35bb-864a-4199-ae1e-577ee92eda59,2022-11-07T15:44:38Z,https://telemetry-cdn.pubg.com/bluehole-pubg/tournament/2022/11/07/16/17/a09e38fb-5eb7-11ed-a4c3-16512f2173af-telemetry.json
